,id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
16931,16931,0,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,an adaptive energy-efficient and low-latency mac for data gathering in wireless sensor networks,"g lu , b krishnamachari , cs raghavendra",,
16932,16932,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,a visual language for object-oriented databases .,if cruz,"international conference on management of data ,",
16933,16933,0,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998,medsman : a streaming data management system over live multimedia,"b liu , a gupta , r jain","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
16934,16934,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,qursed : querying and reporting semistructured data,"y papakonstantinou , m petropoulos , v vassalos",,
16935,16935,0,query processing in tertiary memory databases,s sarawagi,vldb,1995,query processing in main memory database management systems,"mj carey , tj lehman",proceedings of acm sigmod,
16936,16936,0,guest editor s introduction,,,2002,"time , labour and consumption : guest editor s introduction",j schor,"time and society ,",1998.0
16937,16937,0,online query processing,,,2001,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim","the vldb journal the international journal on very large & hellip ; ,",2001.0
16938,16938,0,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,incremental maintenance of aggregate and outerjoin,"h gupta , is mumick","technical report , stanford university ,",
16939,16939,0,chair s message,,,2000,head/director s message,rdae status,,
16940,16940,0,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"y huang , j ding , s tsao",vldb j.,1999,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous,"ym huang , jw ding , sl tsao","the vldb journal the international journal on very large & hellip ; ,",1999.0
16941,16941,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",,1995.0
16942,16942,0,the mariposa distributed database management system,j sidell,sigmod record,1996,a distributed object manager for the smalltalk-80 system,d decouchant,"acm press frontier series ,",1989.0
16943,16943,0,the new middleware,r finkelstein,sigmod record,1995,the middleware muddle,d ritter,"sigmod record ,",1998.0
16944,16944,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,system for relational quey languages,"di howetls , nj fiddian , wa gray , ass meta -","proc . 12th intl. conf . on vldb ,",
16945,16945,1,"preservation of digital data with self-validating , self-instantiating knowledge-based archives","b ludфscher , r marciano , r moore",sigmod record,2001,"preservation of digital data with self-validating , self-instantiating knowledge-based archives",", r marciano , r moore",,
16946,16946,0,the mariposa distributed database management system,j sidell,sigmod record,1996,bilvideo video database management system,"o ulusoy , c alper",,
16947,16947,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,a new algorithm for faster mining of generalized association rules,"j hipp , a myka , r wirth",,
16948,16948,1,instance-based attribute identification in database integration,"c cecil , r chiang , e lim",vldb j.,2003,instance-based attribute identification in database integration,"ceh chua , rhl chiang , ep lim","the vldb journal the international journal on very large & hellip ; ,",2003.0
16949,16949,0,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003,modeling and querying video databases,"c decleir , ms hacid",,
16950,16950,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
16951,16951,1,relaxed transaction processing,"m singh , c tomlinson , d woelk",sigmod conference,1994,relaxed transaction processing,"mp singh , c tomlinson , d woelk",,
16952,16952,0,an approach for building secure database federations,"d jonscher , k dittrich",vldb,1994,an approach to storing semistructured data in relational databases,kv magalhaes,"msc thesis , department of computer science , federal university",
16953,16953,1,new tpc benchmarks for decision support and web commerce,"m pіss , c floyd",sigmod record,2000,new tpc benchmarks for decision support and web commerce,gc introduction,"sigmod record ,",2000.0
16954,16954,0,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,object exchange across heterogeneous information sources,"mj carey , lm haas , pm schwarz , m arya , wf cody , r","technical report , stanford university ,",
16955,16955,1,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,storing semistructured data with stored,"ad dfs , m fernandez , d suciu","proc . of acm sigmod conf . on management of data , & hellip ; ,",
16956,16956,0,repositories and object oriented databases,p bernstein,sigmod record,1998,distributed objects and object databases,t jebb,"bt technology journal ,",1997.0
16957,16957,0,krdb  98 : the 5th international workshop on knowledge representation meets databases,,,1998,international workshop on web and databases,c san diego,,
16958,16958,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1999.0
16959,16959,0,report on the 8th international workshop on knowledge representation meets databases ( krdb ),,,2001,report on the first ieee international workshop on networking meets databases ( netdbâ ?? 05 ),"c shahabi , r govindan , k aberer","sigmod record ,",2005.0
16960,16960,0,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000,characterization and optimization of commit processing performance in distributed database systems,"j haritsa , k ramamritham , r gupta",,
16961,16961,1,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001,transaction timestamping in ( temporal ) databases,"cs jensen , db lomet","proceedings of the international conference on very large & hellip ; ,",2001.0
16962,16962,1,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,"rastogir. , cure a. , an efficient clustering algorithm for large data bases",s guha,"& hellip ; 1998 , acm sigmod international conference on management of",
16963,16963,1,incremental distance join algorithms for spatial databases,"g hjaltason , h samet",sigmod conference,1998,incremental distance join algorithms for spatial databases,grhh samet,proc . of the acm sigmod,
16964,16964,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,integrating active concepts into an object-oriented database system .,acms anthology,,
16965,16965,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,efficient ir-style keyword search over relational databases,v hristidis,"proceedings of the international conference on very large & hellip ; ,",2003.0
16966,16966,1,exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,et ai . exploratory mining and pruning optimizations of constrained associations rules,"nrl lvs , j han",,1998.0
16967,16967,1,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003,approximate join processing over data streams,"a das , j gehrke , m riedewald",,
16968,16968,0,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,x-ray-towards integrating xml and relational database systems,"g kappel , e kapsammer , s rausch-schott , w","lecture notes in computer science ,",2000.0
16969,16969,0,dbminer : interactive mining of multiple-level knowledge in relational databases,"j han , y fu , w wang , j chiang , o zaяane , k koperski",sigmod conference,1996,integration of data mining and relational databases,"a netz , s chaudhuri , j bernhardt , u fayyad",proc .,2000.0
16970,16970,0,parallel database systems in the 1990 s,m carey,sigmod conference,1994,dynamic load balancing in parallel database systems,e rahm,,
16971,16971,0,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , jf","& hellip ; international conference on very large data bases table of & hellip ; ,",1996.0
